date,implied_vol,underlying_price,day_type
2023-01-20,0.269621780944023,395.8800048828125,option_trading
2023-01-23,0.506090080405776,400.6300048828125,option_trading
2023-01-25,0.5153964602381712,400.3500061035156,option_trading
2023-01-27,0.1308402527810276,405.67999267578125,option_trading
2023-01-30,0.2143915968203495,400.5899963378906,option_trading
2023-02-01,0.1936929963541473,410.79998779296875,option_trading
2023-02-03,0.13276029280376864,412.3500061035156,option_trading
2023-02-06,0.1848166880422735,409.8299865722656,option_trading
2023-02-08,0.1871228618649347,410.6499938964844,option_trading
2023-02-10,0.18843662949338613,408.0400085449219,option_trading
2023-02-13,0.19970317322164072,412.8299865722656,option_trading
2023-02-15,0.18783226470971567,413.9800109863281,option_trading
2023-02-17,0.11732301544398352,407.260009765625,option_trading
2023-02-20,0.19724978183033323,407.260009765625,option_trading
2023-02-22,0.18332180118490227,398.5400085449219,option_trading
2023-02-24,0.13899483151953426,396.3800048828125,option_trading
2023-02-27,0.20038803231537916,397.7300109863281,option_trading
2023-03-01,0.20047337237970458,394.739990234375,option_trading
2023-03-03,0.5277977295205276,404.19000244140625,option_trading
2023-03-06,0.2049378612163486,404.4700012207031,option_trading
2023-03-08,0.19221484460963287,398.9200134277344,option_trading
2023-03-10,0.21627834605043786,385.9100036621094,option_trading
2023-03-13,0.2415395412050391,385.3599853515625,option_trading
2023-03-15,0.2501868635059306,389.2799987792969,option_trading
2023-03-17,0.28537922221283474,389.989990234375,option_trading
2023-03-20,0.22354914654002733,393.739990234375,option_trading
2023-03-22,0.22210979660873323,392.1099853515625,option_trading
2023-03-24,0.14159613698555779,395.75,option_trading
2023-03-27,0.1296370768691927,396.489990234375,option_trading
2023-03-29,0.1875794319345256,401.3500061035156,option_trading
2023-03-31,0.13104838066514282,409.3900146484375,option_trading
2023-04-03,0.10436070312748716,410.95001220703125,option_trading
2023-04-05,0.11591020635659172,407.6000061035156,option_trading
2023-04-07,0.16895263764671128,409.19000244140625,option_trading
2023-04-10,0.1684283653383183,409.6099853515625,option_trading
2023-04-12,0.1636131792691096,408.04998779296875,option_trading
2023-04-14,0.19030088652938823,412.4599914550781,option_trading
2023-04-17,0.146081178053061,413.94000244140625,option_trading
2023-04-19,0.145059333696277,414.1400146484375,option_trading
2023-04-21,0.09562315073566918,412.20001220703125,option_trading
2023-04-24,0.1637761135557868,412.6300048828125,option_trading
2023-04-26,0.1664411724600117,404.3599853515625,option_trading
2023-04-28,0.10816644944909082,415.92999267578125,option_trading
2023-05-01,0.1440242889491611,415.510009765625,option_trading
2023-05-03,0.13900649413310767,408.0199890136719,option_trading
2023-05-05,0.10278550560246524,412.6300048828125,option_trading
2023-05-08,0.19710074421888313,412.739990234375,option_trading
2023-05-10,0.13952212577045797,412.8500061035156,option_trading
2023-05-12,0.08883796980982815,411.5899963378906,option_trading
2023-05-15,0.1942549086393172,413.010009765625,option_trading
2023-05-17,0.1401288764411281,415.2300109863281,option_trading
2023-05-19,0.0896051529480158,418.6199951171875,option_trading
2023-05-22,0.15366707471382743,418.7900085449219,option_trading
2023-05-24,0.15214491413487452,411.0899963378906,option_trading
2023-05-26,0.17147478783503964,420.0199890136719,option_trading
2023-05-29,0.1527200658914028,420.0199890136719,option_trading
2023-06-02,0.08870390505749186,427.9200134277344,option_trading
2023-06-07,0.14467235276694423,426.54998779296875,option_trading
2023-06-09,0.1683797584070099,429.8999938964844,option_trading
2023-06-12,0.17697925345309537,433.79998779296875,option_trading
2023-06-14,0.15679510311911618,437.17999267578125,option_trading
2023-06-16,0.17962885768349285,439.4599914550781,option_trading
2023-06-19,0.12334023783068769,439.4599914550781,option_trading
2023-06-21,0.12367291132439484,434.94000244140625,option_trading
2023-06-23,0.1155527131981211,433.2099914550781,option_trading
2023-06-26,0.11803181652480017,431.44000244140625,option_trading
2023-06-28,0.12224189116526699,436.3900146484375,option_trading
2023-06-30,0.06001411243205593,443.2799987792969,option_trading
2023-07-05,0.058766280417647226,443.1300048828125,option_trading
2023-07-07,0.07058816300666117,438.54998779296875,option_trading
2023-07-10,0.12817267637284027,439.6600036621094,option_trading
2023-07-12,0.13288038202088026,446.0199890136719,option_trading
2023-07-14,0.06075740283142069,449.2799987792969,option_trading
2023-07-17,0.14220186225966094,450.8399963378906,option_trading
2023-07-19,0.23209094082583173,455.20001220703125,option_trading
2023-07-21,0.07832484039180948,452.17999267578125,option_trading
2023-07-24,0.08117809137335646,454.20001220703125,option_trading
2023-07-26,0.12115673359115252,455.510009765625,option_trading
2023-07-28,0.05983683149011134,456.9200134277344,option_trading
2023-07-31,0.1129073182367839,457.7900085449219,option_trading
2023-08-02,0.06071117189111229,450.1300048828125,option_trading
2023-08-04,0.08510114921319663,446.80999755859375,option_trading
2023-08-07,0.1464718221282735,450.7099914550781,option_trading
2023-08-09,0.1353943330097039,445.75,option_trading
2023-08-11,0.09001975911443155,445.6499938964844,option_trading
2023-08-14,0.1300266926207401,448.1099853515625,option_trading
2023-08-16,0.06899349594123926,439.6400146484375,option_trading
2023-08-18,0.336281975560196,436.5,option_trading
2023-08-21,0.09548454640972595,439.3399963378906,option_trading
2023-08-23,0.16647204846812483,443.0299987792969,option_trading
2023-08-25,0.09041153807897989,439.9700012207031,option_trading
2023-08-28,0.07710216669746907,442.760009765625,option_trading
2023-08-30,0.053283531465772735,451.010009765625,option_trading
