date,implied_vol,underlying_price,day_type
2023-02-22,0.18381038432893157,398.5400085449219,option_trading
2023-02-24,0.19520652404692734,396.3800048828125,option_trading
2023-02-27,0.20135470337509936,397.7300109863281,option_trading
2023-03-01,0.2023260044235,394.739990234375,option_trading
2023-03-03,0.1993104567377478,404.19000244140625,option_trading
2023-03-06,0.2411780541986825,404.4700012207031,option_trading
2023-03-08,0.19013317416768366,398.9200134277344,option_trading
2023-03-10,0.1917797876134394,385.9100036621094,option_trading
2023-03-13,0.2391044693603968,385.3599853515625,option_trading
2023-03-15,0.2473557821816456,389.2799987792969,option_trading
2023-03-17,0.256296936472549,389.989990234375,option_trading
2023-03-20,0.22247055211273775,393.739990234375,option_trading
2023-03-22,0.2210191519173006,392.1099853515625,option_trading
2023-03-24,0.20656182337449214,395.75,option_trading
2023-03-27,0.19777878150980416,396.489990234375,option_trading
2023-03-29,0.18757640851747337,401.3500061035156,option_trading
2023-03-31,0.1749305228357461,409.3900146484375,option_trading
2023-04-03,0.12486526528698325,410.95001220703125,option_trading
2023-04-05,0.1593467492324613,407.6000061035156,option_trading
2023-04-07,0.1688010378487683,409.19000244140625,option_trading
2023-04-10,0.1687289760013291,409.6099853515625,option_trading
2023-04-12,0.16212709331089942,408.04998779296875,option_trading
2023-04-14,0.14167954635584906,412.4599914550781,option_trading
2023-04-17,0.09264492526794262,413.94000244140625,option_trading
2023-04-19,0.14455286110122,414.1400146484375,option_trading
2023-04-21,0.1531180725909241,412.20001220703125,option_trading
2023-04-24,0.16380175969943647,412.6300048828125,option_trading
2023-04-26,0.16798977016318903,404.3599853515625,option_trading
2023-04-28,0.1409583924941936,415.92999267578125,option_trading
2023-05-01,0.09266047450308927,415.510009765625,option_trading
2023-05-03,0.137885104572126,408.0199890136719,option_trading
2023-05-05,0.16020155918406778,412.6300048828125,option_trading
2023-05-08,0.2017540038128956,412.739990234375,option_trading
2023-05-10,0.1387536568447054,412.8500061035156,option_trading
2023-05-12,0.1505653314552236,411.5899963378906,option_trading
2023-05-15,0.21840134431307875,413.010009765625,option_trading
2023-05-17,0.13939516844604197,415.2300109863281,option_trading
2023-05-19,0.14732924545323994,418.6199951171875,option_trading
2023-05-22,0.15099658224904208,418.7900085449219,option_trading
2023-05-24,0.1507178444968136,411.0899963378906,option_trading
2023-05-26,0.1699851863691025,420.0199890136719,option_trading
2023-05-29,0.08936821578595008,420.0199890136719,option_trading
2023-06-02,0.09589671051191187,427.9200134277344,option_trading
2023-06-07,0.17967226436920058,426.54998779296875,option_trading
2023-06-09,0.16897473482388256,429.8999938964844,option_trading
2023-06-12,0.1804461446934566,433.79998779296875,option_trading
2023-06-14,0.15897578051918954,437.17999267578125,option_trading
2023-06-16,0.19689640419207047,439.4599914550781,option_trading
2023-06-19,0.12301812977236763,439.4599914550781,option_trading
2023-06-21,0.12045745953523616,434.94000244140625,option_trading
2023-06-23,0.07438860712728207,433.2099914550781,option_trading
2023-06-26,0.11827742936305416,431.44000244140625,option_trading
2023-06-28,0.12250024709742467,436.3900146484375,option_trading
2023-06-30,0.07799295853398744,443.2799987792969,option_trading
2023-07-05,0.10872903836620407,443.1300048828125,option_trading
2023-07-07,0.08674769635982726,438.54998779296875,option_trading
2023-07-10,0.12325338462907824,439.6600036621094,option_trading
2023-07-12,0.13116727090018143,446.0199890136719,option_trading
2023-07-14,0.11641066437610202,449.2799987792969,option_trading
2023-07-17,0.14111171831035013,450.8399963378906,option_trading
2023-07-19,0.1362950069700886,455.20001220703125,option_trading
2023-07-21,0.08995685946911863,452.17999267578125,option_trading
2023-07-24,0.11583496842782671,454.20001220703125,option_trading
2023-07-26,0.12095993012139898,455.510009765625,option_trading
2023-07-28,0.07729148794639688,456.9200134277344,option_trading
2023-07-31,0.11168842462878668,457.7900085449219,option_trading
2023-08-02,0.11525622120983105,450.1300048828125,option_trading
2023-08-04,0.09812066705101422,446.80999755859375,option_trading
2023-08-07,0.14526898756174486,450.7099914550781,option_trading
2023-08-09,0.13239712785265512,445.75,option_trading
2023-08-11,0.14419840518269836,445.6499938964844,option_trading
2023-08-14,0.09115731515527742,448.1099853515625,option_trading
2023-08-16,0.12887178742277225,439.6400146484375,option_trading
2023-08-18,0.10979244913949689,436.5,option_trading
2023-08-21,0.1499819234189925,439.3399963378906,option_trading
2023-08-23,0.16810612739672734,443.0299987792969,option_trading
2023-08-25,0.14081038485644015,439.9700012207031,option_trading
2023-08-28,0.08996911947544861,442.760009765625,option_trading
2023-08-30,0.1268951884441321,451.010009765625,option_trading
2023-09-01,0.0783805310615171,451.19000244140625,option_trading
2023-09-04,0.17056961496261247,451.19000244140625,option_trading
2023-09-06,0.15800030272163507,446.2200012207031,option_trading
2023-09-08,0.17299502604872918,445.5199890136719,option_trading
2023-09-11,0.17022724953668386,448.45001220703125,option_trading
2023-09-13,0.14812545870072505,446.510009765625,option_trading
2023-09-15,0.16077049809615765,443.3699951171875,option_trading
2023-09-18,0.11413544532174794,443.6300048828125,option_trading
2023-09-20,0.11922379417825117,438.6400146484375,option_trading
2023-09-22,0.11020354919724198,430.4200134277344,option_trading
2023-09-25,0.1589620036667501,432.2300109863281,option_trading
2023-09-27,0.15384071927788606,426.04998779296875,option_trading
2023-09-29,0.1672038170755556,427.4800109863281,option_trading
2023-10-02,0.11171451506056315,427.30999755859375,option_trading
2023-10-04,0.1575081196524458,424.6600036621094,option_trading
2023-10-06,0.1222325226698324,429.5400085449219,option_trading
2023-10-09,0.11149760761904223,432.2900085449219,option_trading
2023-10-11,0.15921008194865802,436.32000732421875,option_trading
2023-10-13,0.08607698928207626,431.5,option_trading
2023-10-16,0.1969812248402913,436.0400085449219,option_trading
2023-10-18,0.1516217793179014,430.2099914550781,option_trading
2023-10-20,0.13128037996534725,421.19000244140625,option_trading
2023-10-23,0.20429340491716647,420.4599914550781,option_trading
2023-10-25,0.17767478801750441,417.54998779296875,option_trading
2023-10-27,0.14690882695637794,410.67999267578125,option_trading
2023-10-30,0.1926083615477628,415.5899963378906,option_trading
2023-11-03,0.21840597360724948,434.69000244140625,option_trading
2023-11-06,0.09298507745669538,435.69000244140625,option_trading
2023-11-09,0.13045272716951692,433.8399963378906,option_trading
2023-11-10,0.17609781757325904,440.6099853515625,option_trading
2023-11-13,0.12430119486453818,440.19000244140625,option_trading
2023-11-16,0.12905878080477218,450.2300109863281,option_trading
2023-11-17,0.16165649589538428,450.7900085449219,option_trading
2023-11-20,0.11699555868989901,454.260009765625,option_trading
