,symbol,quantity,price,trade_type,timestamp,strike,expiry,option_type,implied_vol
0,SPY,-1.0,1.0350000000000001,option,2023-02-22,380.0,2023-03-08,put,0.16980747153018075
1,SPY,-7.049651817590508,398.5400085449219,stock,2023-02-22,,,,
2,SPY,-1.0,4.415,option,2023-02-22,383.0,2023-03-24,put,0.16980747153018075
3,SPY,-19.076059238624786,398.5400085449219,stock,2023-02-22,,,,
4,SPY,-1.0,6.785,option,2023-02-22,383.0,2023-04-21,put,0.16980747153018075
5,SPY,-25.19487143169573,398.5400085449219,stock,2023-02-22,,,,
6,SPY,-1.0,6.555,option,2023-02-22,391.0,2023-03-24,put,0.16980747153018075
7,SPY,-32.61914282872738,398.5400085449219,stock,2023-02-22,,,,
8,SPY,100.9690276509741,398.5400085449219,stock,2023-02-23,,,,
9,SPY,-122.24622251408631,400.6600036621094,stock,2023-02-24,,,,
10,SPY,134.09773597135492,396.3800048828125,stock,2023-02-27,,,,
11,SPY,-140.80066432458472,397.7300109863281,stock,2023-02-28,,,,
12,SPY,133.17550928602765,396.260009765625,stock,2023-03-01,,,,
13,SPY,-113.73462934788756,394.739990234375,stock,2023-03-02,,,,
14,SPY,142.6678456522169,397.80999755859375,stock,2023-03-03,,,,
15,SPY,-138.15888548206868,404.19000244140625,stock,2023-03-06,,,,
16,SPY,113.75485832130873,404.4700012207031,stock,2023-03-07,,,,
17,SPY,-109.27761171384682,398.2699890136719,stock,2023-03-08,,,,
18,SPY,-1.0,2.13,option,2023-03-08,385.0,2023-03-22,put,0.15577372393122968
19,SPY,-11.417690821930249,398.9200134277344,stock,2023-03-08,,,,
20,SPY,64.3280432668599,398.9200134277344,stock,2023-03-09,,,,
21,SPY,-123.47249551930034,391.55999755859375,stock,2023-03-10,,,,
22,SPY,115.02154304029338,385.9100036621094,stock,2023-03-13,,,,
23,SPY,-37.222254450873606,385.3599853515625,stock,2023-03-14,,,,
24,SPY,10.23518434435745,391.7300109863281,stock,2023-03-15,,,,
25,SPY,65.37214514048047,389.2799987792969,stock,2023-03-16,,,,
26,SPY,-127.37299903223476,396.1099853515625,stock,2023-03-17,,,,
27,SPY,188.98130203537593,389.989990234375,stock,2023-03-20,,,,
28,SPY,-149.13151971169123,393.739990234375,stock,2023-03-21,,,,
29,SPY,105.4312215614974,398.9100036621094,stock,2023-03-22,,,,
30,SPY,-1.0,2.525,option,2023-03-22,380.0,2023-04-05,put,0.17193083597763908
31,SPY,-16.570421409032733,392.1099853515625,stock,2023-03-22,,,,
32,SPY,-66.7395100464584,392.1099853515625,stock,2023-03-23,,,,
33,SPY,102.11880565002718,393.1700134277344,stock,2023-03-24,,,,
34,SPY,-1.0,1.585,option,2023-03-24,380.0,2023-04-06,put,0.17312496274070294
35,SPY,-10.007637086778963,395.75,stock,2023-03-24,,,,
36,SPY,-1.0,3.66,option,2023-03-24,380.0,2023-04-21,put,0.17312496274070294
37,SPY,-18.328454332361012,395.75,stock,2023-03-24,,,,
38,SPY,-61.13307623745991,395.75,stock,2023-03-27,,,,
39,SPY,59.32369350660798,396.489990234375,stock,2023-03-28,,,,
40,SPY,-34.89444070287343,395.6000061035156,stock,2023-03-29,,,,
41,SPY,41.79718806049778,401.3500061035156,stock,2023-03-30,,,,
42,SPY,-32.973379655598926,403.70001220703125,stock,2023-03-31,,,,
43,SPY,35.99163202978836,409.3900146484375,stock,2023-04-03,,,,
44,SPY,-37.060184466729936,410.95001220703125,stock,2023-04-04,,,,
45,SPY,36.82050765049951,408.6700134277344,stock,2023-04-05,,,,
46,SPY,-1.0,0.795,option,2023-04-05,390.0,2023-04-19,put,0.16650391536707373
47,SPY,-8.174698663111112,407.6000061035156,stock,2023-04-05,,,,
48,SPY,-24.125283471267597,407.6000061035156,stock,2023-04-06,,,,
49,SPY,25.335500220054392,409.19000244140625,stock,2023-04-07,,,,
50,SPY,-1.0,2.8099999999999996,option,2023-04-07,393.0,2023-05-05,put,0.1637093821421356
51,SPY,-17.18598772882278,409.19000244140625,stock,2023-04-07,,,,
52,SPY,-1.3821318514413257,409.19000244140625,stock,2023-04-10,,,,
53,SPY,3.03257828645095,409.6099853515625,stock,2023-04-11,,,,
54,SPY,-5.161982696297719,409.7200012207031,stock,2023-04-12,,,,
55,SPY,14.959039589750402,408.04998779296875,stock,2023-04-13,,,,
56,SPY,-15.37785255536528,413.4700012207031,stock,2023-04-14,,,,
57,SPY,18.436363641291464,412.4599914550781,stock,2023-04-17,,,,
58,SPY,-17.720618536002508,413.94000244140625,stock,2023-04-18,,,,
59,SPY,18.147400105095116,414.2099914550781,stock,2023-04-19,,,,
60,SPY,-1.0,5.02,option,2023-04-19,398.0,2023-06-16,put,0.12279271189703563
61,SPY,-18.365570538086608,414.1400146484375,stock,2023-04-19,,,,
62,SPY,-1.5087445789514717,414.1400146484375,stock,2023-04-20,,,,
63,SPY,2.952466159615252,411.8800048828125,stock,2023-04-21,,,,
64,SPY,-1.0,1.045,option,2023-04-21,396.0,2023-05-05,put,0.1457677416738098
65,SPY,-7.414566727675787,412.20001220703125,stock,2023-04-21,,,,
66,SPY,-1.0,2.315,option,2023-04-21,396.0,2023-05-19,put,0.14901622303321002
67,SPY,-15.167985831182662,412.20001220703125,stock,2023-04-21,,,,
68,SPY,28.488867348972303,412.20001220703125,stock,2023-04-24,,,,
69,SPY,-63.6838824172916,412.6300048828125,stock,2023-04-25,,,,
70,SPY,52.52586735242994,406.0799865722656,stock,2023-04-26,,,,
71,SPY,-1.31990942682134,404.3599853515625,stock,2023-04-27,,,,
72,SPY,13.443330503082997,412.4100036621094,stock,2023-04-28,,,,
73,SPY,-11.447701178108609,415.92999267578125,stock,2023-05-01,,,,
74,SPY,0.6317914256658117,415.510009765625,stock,2023-05-02,,,,
75,SPY,-8.876907003045334,410.8399963378906,stock,2023-05-03,,,,
76,SPY,-1.4986578647105517,408.0199890136719,stock,2023-05-04,,,,
77,SPY,27.708778730723196,405.1300048828125,stock,2023-05-05,,,,
78,SPY,-1.0,0.995,option,2023-05-05,396.0,2023-05-19,put,0.13628385279977662
79,SPY,-5.667292716823202,412.6300048828125,stock,2023-05-05,,,,
80,SPY,-1.0,5.365,option,2023-05-05,396.0,2023-06-30,put,0.12429761069655214
81,SPY,-17.558976658516233,412.6300048828125,stock,2023-05-05,,,,
82,SPY,2.2774556996812123,412.6300048828125,stock,2023-05-08,,,,
83,SPY,-1.0,0.665,option,2023-05-08,396.0,2023-05-19,put,0.14533171306036835
84,SPY,-4.671471665896831,412.739990234375,stock,2023-05-08,,,,
85,SPY,-5.415551273329957,412.739990234375,stock,2023-05-09,,,,
86,SPY,18.617904850180377,410.92999267578125,stock,2023-05-10,,,,
87,SPY,-1.0,4.66,option,2023-05-10,396.0,2023-06-30,put,0.12976459906542506
88,SPY,-17.336836978295032,412.8500061035156,stock,2023-05-10,,,,
89,SPY,0.12949329327377512,412.8500061035156,stock,2023-05-11,,,,
90,SPY,-0.5383794983019357,412.1300048828125,stock,2023-05-12,,,,
91,SPY,-1.0,0.835,option,2023-05-12,395.0,2023-05-26,put,0.13393643819834553
92,SPY,-5.361143776607014,411.5899963378906,stock,2023-05-12,,,,
93,SPY,23.387812028203438,411.5899963378906,stock,2023-05-15,,,,
94,SPY,-35.56014668739289,413.010009765625,stock,2023-05-16,,,,
95,SPY,59.273785815757314,410.25,stock,2023-05-17,,,,
96,SPY,-47.44290119813961,415.2300109863281,stock,2023-05-18,,,,
97,SPY,46.700213720195656,419.2300109863281,stock,2023-05-19,,,,
98,SPY,-1.0,0.785,option,2023-05-19,402.0,2023-06-02,put,0.1294375971792168
99,SPY,-5.039639281876818,418.6199951171875,stock,2023-05-19,,,,
100,SPY,-37.10253400934168,418.6199951171875,stock,2023-05-22,,,,
101,SPY,20.84230652324534,418.7900085449219,stock,2023-05-23,,,,
102,SPY,-36.127816752817424,414.0899963378906,stock,2023-05-24,,,,
103,SPY,57.52225375387558,411.0899963378906,stock,2023-05-25,,,,
104,SPY,-40.13126988884558,414.6499938964844,stock,2023-05-26,,,,
105,SPY,-1.0,1.1150000000000002,option,2023-05-26,403.0,2023-06-09,put,0.1254076403369215
106,SPY,-4.201781325106557,420.0199890136719,stock,2023-05-26,,,,
107,SPY,48.62223562380337,420.0199890136719,stock,2023-05-29,,,,
108,SPY,-47.15316029171444,420.0199890136719,stock,2023-05-30,,,,
109,SPY,43.09883921458916,420.17999267578125,stock,2023-05-31,,,,
